"zebrafish_ensembl","zebrafish_symbol","human_ensembl","human_symbol","orthology_type"
"ENSDARG00000053246","DEPDC7B","ENSG00000121690","DEPDC7","ortholog_one2many"
"ENSDARG00000053248","INAB","ENSG00000148798","INA","ortholog_one2many"
"ENSDARG00000053254","MYLPFA","ENSG00000180209","MYL11","ortholog_one2many"
"ENSDARG00000053262","ATP1B4","ENSG00000101892","ATP1B4","ortholog_one2one"
"ENSDARG00000053269","SLC2A15B","ENSG00000197241","SLC2A7","ortholog_many2many"
"ENSDARG00000053272","RAP1GAPB","ENSG00000076864","RAP1GAP","ortholog_one2many"
"ENSDARG00000053279","APLN","ENSG00000171388","APLN","ortholog_one2one"
"ENSDARG00000053291","PNRC2","ENSG00000189266","PNRC2","ortholog_one2one"
"ENSDARG00000053298","NKX2.2A","ENSG00000125820","NKX2-2","ortholog_one2one"
"ENSDARG00000053301","INSM1B","ENSG00000173404","INSM1","ortholog_one2many"
"ENSDARG00000053311","TESPA1","ENSG00000135426","TESPA1","ortholog_one2one"
"ENSDARG00000053315","TMPRSS3A","ENSG00000160183","TMPRSS3","ortholog_one2many"
"ENSDARG00000053318","DNAAF11","ENSG00000129295","DNAAF11","ortholog_one2one"
"ENSDARG00000053344","ADGRD1","ENSG00000111452","ADGRD1","ortholog_one2one"
"ENSDARG00000053362","CILP","ENSG00000138615","CILP","ortholog_one2one"
"ENSDARG00000053365","RPL31","ENSG00000071082","RPL31","ortholog_one2one"
"ENSDARG00000053370","EIF3JB","ENSG00000104131","EIF3J","ortholog_one2many"
"ENSDARG00000053380","FAM189A1","ENSG00000104059","ENTREP2","ortholog_one2one"
"ENSDARG00000053381","PLPP1A","ENSG00000067113","PLPP1","ortholog_one2many"
"ENSDARG00000053383","RPRMA","ENSG00000177519","RPRM","ortholog_one2many"
"ENSDARG00000053386","WDR27","ENSG00000184465","WDR27","ortholog_one2one"
"ENSDARG00000053389","JADE2","ENSG00000043143","JADE2","ortholog_one2one"
"ENSDARG00000053395","CDKN2AIPNL","ENSG00000237190","CDKN2AIPNL","ortholog_one2one"
"ENSDARG00000053404","PPP2CAB","ENSG00000113575","PPP2CA","ortholog_one2one"
"ENSDARG00000053405","SORD","ENSG00000140263","SORD","ortholog_one2one"
"ENSDARG00000053424","MYL2B","ENSG00000111245","MYL2","ortholog_one2many"
"ENSDARG00000053425","SERINC2L","ENSG00000168528","SERINC2","ortholog_one2many"
"ENSDARG00000053431","SI:CH211-257P13.3","ENSG00000167702","KIFC2","ortholog_one2one"
"ENSDARG00000053446","SUB1A","ENSG00000113387","SUB1","ortholog_one2many"
"ENSDARG00000053449","PYYA","ENSG00000131096","PYY","ortholog_one2many"
"ENSDARG00000053452","POP5","ENSG00000167272","POP5","ortholog_one2one"
"ENSDARG00000053453","MPP2A","ENSG00000108852","MPP2","ortholog_one2many"
"ENSDARG00000053454","CNTN3B","ENSG00000144619","CNTN4","ortholog_one2many"
"ENSDARG00000053455","DNAAF19","ENSG00000167131","DNAAF19","ortholog_one2one"
"ENSDARG00000053456","GK2","ENSG00000196475","GK2","ortholog_one2many"
"ENSDARG00000053456","GK2","ENSG00000229894","GK3","ortholog_one2many"
"ENSDARG00000053456","GK2","ENSG00000198814","GK","ortholog_one2many"
"ENSDARG00000053457","RPL23","ENSG00000125691","RPL23","ortholog_one2one"
"ENSDARG00000053459","RYBPB","ENSG00000163602","RYBP","ortholog_one2many"
"ENSDARG00000053462","C3A.5","ENSG00000125730","C3","ortholog_one2many"
"ENSDARG00000053463","POGLUT1","ENSG00000163389","POGLUT1","ortholog_one2one"
"ENSDARG00000053466","TIMMDC1","ENSG00000113845","TIMMDC1","ortholog_one2one"
"ENSDARG00000053467","GTPBP1","ENSG00000100226","GTPBP1","ortholog_one2many"
"ENSDARG00000053468","ADAM10A","ENSG00000168619","ADAM18","ortholog_many2many"
"ENSDARG00000053468","ADAM10A","ENSG00000134007","ADAM20","ortholog_many2many"
"ENSDARG00000053468","ADAM10A","ENSG00000197140","ADAM32","ortholog_many2many"
"ENSDARG00000053468","ADAM10A","ENSG00000069206","ADAM7","ortholog_many2many"
"ENSDARG00000053468","ADAM10A","ENSG00000139985","ADAM21","ortholog_many2many"
"ENSDARG00000053468","ADAM10A","ENSG00000134249","ADAM30","ortholog_many2many"
"ENSDARG00000053468","ADAM10A","ENSG00000168594","ADAM29","ortholog_many2many"
"ENSDARG00000053468","ADAM10A","ENSG00000134028","ADAMDEC1","ortholog_many2many"
"ENSDARG00000053468","ADAM10A","ENSG00000104755","ADAM2","ortholog_many2many"
"ENSDARG00000053468","ADAM10A","ENSG00000137845","ADAM10","ortholog_many2many"
"ENSDARG00000053474","TDRKH","ENSG00000163239","TDRD10","ortholog_many2many"
"ENSDARG00000053475","NGB","ENSG00000165553","NGB","ortholog_one2one"
"ENSDARG00000053476","LIPCA","ENSG00000166035","LIPC","ortholog_one2many"
"ENSDARG00000053479","GDF6A","ENSG00000143869","GDF7","ortholog_one2many"
"ENSDARG00000053480","AQP9B","ENSG00000086159","AQP6","ortholog_many2many"
"ENSDARG00000053481","ENTPD5A","ENSG00000187097","ENTPD5","ortholog_one2many"
"ENSDARG00000053483","ZGC:113054","ENSG00000100867","DHRS2","ortholog_many2many"
"ENSDARG00000053485","ALDH6A1","ENSG00000119711","ALDH6A1","ortholog_one2one"
"ENSDARG00000053493","ALDH1A2","ENSG00000128918","ALDH1A2","ortholog_one2one"
"ENSDARG00000053496","GEMIN8","ENSG00000046647","GEMIN8","ortholog_one2one"
"ENSDARG00000053498","EDNRBB","ENSG00000136160","EDNRB","ortholog_one2many"
"ENSDARG00000053499","ISL2B","ENSG00000159556","ISL2","ortholog_one2many"
"ENSDARG00000053500","CBSA","ENSG00000160200","CBS","ortholog_one2many"
"ENSDARG00000053502","CRYAA","ENSG00000160202","CRYAA","ortholog_one2one"
"ENSDARG00000053505","FBXO22","ENSG00000167196","FBXO22","ortholog_one2one"
"ENSDARG00000053509","KAZALD3","ENSG00000107821","KAZALD1","ortholog_one2one"
"ENSDARG00000053512","CRYBB2","ENSG00000244752","CRYBB2","ortholog_one2one"
"ENSDARG00000053517","EML5","ENSG00000165521","EML5","ortholog_one2one"
"ENSDARG00000053518","ADHFE1","ENSG00000147576","ADHFE1","ortholog_one2one"
"ENSDARG00000053520","TEX47","ENSG00000164645","TEX47","ortholog_one2one"
"ENSDARG00000053525","ENPP7.2","ENSG00000182156","ENPP7","ortholog_one2many"
"ENSDARG00000053526","ENPP7.1","ENSG00000182156","ENPP7","ortholog_one2many"
"ENSDARG00000053527","SNX24","ENSG00000064652","SNX24","ortholog_one2one"
"ENSDARG00000053528","NOG3","ENSG00000183691","NOG","ortholog_one2many"
"ENSDARG00000053530","CYP4F3","ENSG00000142973","CYP4B1","ortholog_many2many"
"ENSDARG00000053530","CYP4F3","ENSG00000186377","CYP4X1","ortholog_many2many"
"ENSDARG00000053530","CYP4F3","ENSG00000186160","CYP4Z1","ortholog_many2many"
"ENSDARG00000053530","CYP4F3","ENSG00000187048","CYP4A11","ortholog_many2many"
"ENSDARG00000053530","CYP4F3","ENSG00000162365","CYP4A22","ortholog_many2many"
"ENSDARG00000053530","CYP4F3","ENSG00000171903","CYP4F11","ortholog_many2many"
"ENSDARG00000053530","CYP4F3","ENSG00000186529","CYP4F3","ortholog_many2many"
"ENSDARG00000053530","CYP4F3","ENSG00000186204","CYP4F12","ortholog_many2many"
"ENSDARG00000053530","CYP4F3","ENSG00000186115","CYP4F2","ortholog_many2many"
"ENSDARG00000053535","LMO7B","ENSG00000136153","LMO7","ortholog_one2many"
"ENSDARG00000053542","KCTD12.2","ENSG00000178695","KCTD12","ortholog_one2many"
"ENSDARG00000053544","HSPA4L","ENSG00000164070","HSPA4L","ortholog_one2one"
"ENSDARG00000053547","JAKMIP2","ENSG00000176049","JAKMIP2","ortholog_one2one"
"ENSDARG00000053554","WDR76","ENSG00000092470","WDR76","ortholog_one2one"
"ENSDARG00000053558","RTKN2","ENSG00000182010","RTKN2","ortholog_one2one"
"ENSDARG00000053559","TSPAN3B","ENSG00000140391","TSPAN3","ortholog_one2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000214782","MS4A18","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000172689","MS4A10","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000166928","MS4A14","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000156738","MS4A1","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000149534","MS4A2","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000204979","MS4A13","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000166926","MS4A6E","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000110077","MS4A6A","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000166961","MS4A15","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000166930","MS4A5","ortholog_many2many"
"ENSDARG00000053563","MS4A17A.12","ENSG00000166927","MS4A7","ortholog_many2many"
"ENSDARG00000053568","PSTPIP1B","ENSG00000140368","PSTPIP1","ortholog_one2many"
"ENSDARG00000053569","SOX3","ENSG00000134595","SOX3","ortholog_one2one"
"ENSDARG00000053571","ADOB","ENSG00000181915","ADO","ortholog_one2many"
"ENSDARG00000053574","FANCD2","ENSG00000144554","FANCD2","ortholog_one2one"
"ENSDARG00000053575","GPAT2","ENSG00000186281","GPAT2","ortholog_one2one"
"ENSDARG00000053583","CERS6","ENSG00000172292","CERS6","ortholog_one2one"
"ENSDARG00000053617","CAMK2A","ENSG00000070808","CAMK2A","ortholog_one2one"
"ENSDARG00000053619","SRA1","ENSG00000213523","SRA1","ortholog_one2one"
"ENSDARG00000053620","EBI3","ENSG00000105246","EBI3","ortholog_one2one"
"ENSDARG00000053624","CSF1RB","ENSG00000182578","CSF1R","ortholog_one2many"
"ENSDARG00000053625","ANXA2B","ENSG00000182718","ANXA2","ortholog_one2many"
"ENSDARG00000053630","ITLN4","ENSG00000158764","ITLN2","ortholog_many2many"
"ENSDARG00000053636","CRACR2B","ENSG00000177685","CRACR2B","ortholog_one2one"
"ENSDARG00000053644","GOT1L1","ENSG00000169154","GOT1L1","ortholog_one2one"
"ENSDARG00000053646","ADRB3A","ENSG00000188778","ADRB3","ortholog_one2many"
"ENSDARG00000053650","FOXB1B","ENSG00000171956","FOXB1","ortholog_one2many"
"ENSDARG00000053652","NDUFAF6","ENSG00000156170","NDUFAF6","ortholog_one2one"
"ENSDARG00000053656","LYPLA2","ENSG00000011009","LYPLA2","ortholog_one2one"
"ENSDARG00000053665","GABRG2","ENSG00000113327","GABRG2","ortholog_one2one"
"ENSDARG00000053666","MYB","ENSG00000118513","MYB","ortholog_one2one"
"ENSDARG00000053668","STAG2B","ENSG00000101972","STAG2","ortholog_one2many"
"ENSDARG00000053684","ALDOB","ENSG00000136872","ALDOB","ortholog_one2one"
"ENSDARG00000053685","GTF2A2","ENSG00000140307","GTF2A2","ortholog_one2one"
"ENSDARG00000053691","MAEA","ENSG00000090316","MAEA","ortholog_one2one"
"ENSDARG00000053702","IL2RGB","ENSG00000147168","IL2RG","ortholog_many2many"
"ENSDARG00000053702","IL2RGB","ENSG00000104998","IL27RA","ortholog_many2many"
"ENSDARG00000053702","IL2RGB","ENSG00000185291","IL3RA","ortholog_many2many"
"ENSDARG00000053709","SI:CH73-89B15.3","ENSG00000159398","CES5A","ortholog_many2many"
"ENSDARG00000053709","SI:CH73-89B15.3","ENSG00000198848","CES1","ortholog_many2many"
"ENSDARG00000053709","SI:CH73-89B15.3","ENSG00000172831","CES2","ortholog_many2many"
"ENSDARG00000053711","GPR68","ENSG00000119714","GPR68","ortholog_one2one"
"ENSDARG00000053713","CCDC88C","ENSG00000015133","CCDC88C","ortholog_one2one"
"ENSDARG00000053724","ADCYAP1R1B","ENSG00000078549","ADCYAP1R1","ortholog_one2many"
"ENSDARG00000053728","TTLL3","ENSG00000214021","TTLL3","ortholog_one2one"
"ENSDARG00000053753","MFFA","ENSG00000168958","MFF","ortholog_many2many"
"ENSDARG00000053761","SI:DKEY-187J14.4","ENSG00000154997","SEPTIN14","ortholog_many2many"
"ENSDARG00000053771","APBB3","ENSG00000113108","APBB3","ortholog_one2one"
"ENSDARG00000053774","ALPI.2","ENSG00000163295","ALPI","ortholog_one2many"
"ENSDARG00000053774","ALPI.2","ENSG00000163286","ALPG","ortholog_one2many"
"ENSDARG00000053774","ALPI.2","ENSG00000163283","ALPP","ortholog_one2many"
"ENSDARG00000053802","CBLN5","ENSG00000139899","CBLN3","ortholog_many2many"
"ENSDARG00000053804","OSBPL2A","ENSG00000130703","OSBPL2","ortholog_one2many"
"ENSDARG00000053805","TRUB1","ENSG00000165832","TRUB1","ortholog_one2one"
"ENSDARG00000053810","HNRNPC","ENSG00000184672","RALYL","ortholog_one2many"
"ENSDARG00000053820","PCMTD2A","ENSG00000203880","PCMTD2","ortholog_one2many"
"ENSDARG00000053828","UBXN11","ENSG00000158062","UBXN11","ortholog_one2one"
"ENSDARG00000053829","PAX9","ENSG00000198807","PAX9","ortholog_one2one"
"ENSDARG00000053831","VTNB","ENSG00000109072","VTN","ortholog_one2many"
"ENSDARG00000053835","PLEKHH1","ENSG00000054690","PLEKHH1","ortholog_one2one"
"ENSDARG00000053840","EI24","ENSG00000149547","EI24","ortholog_one2one"
"ENSDARG00000053845","CBLN14","ENSG00000139899","CBLN3","ortholog_many2many"
"ENSDARG00000053853","SLC13A2","ENSG00000007216","SLC13A2","ortholog_one2one"
"ENSDARG00000053854","UTS2A","ENSG00000049247","UTS2","ortholog_one2many"
"ENSDARG00000053864","MIDEASB","ENSG00000156030","MIDEAS","ortholog_one2many"
"ENSDARG00000053876","KLHL26","ENSG00000167487","KLHL26","ortholog_one2one"
"ENSDARG00000053877","CPDB","ENSG00000108582","CPD","ortholog_one2many"
"ENSDARG00000053884","MED13A","ENSG00000108510","MED13","ortholog_one2many"
"ENSDARG00000053890","TMEM62","ENSG00000137842","TMEM62","ortholog_one2one"
"ENSDARG00000053896","SLC30A1B","ENSG00000170385","SLC30A1","ortholog_one2many"
"ENSDARG00000053912","FBL","ENSG00000105202","FBL","ortholog_one2many"
"ENSDARG00000053912","FBL","ENSG00000188573","FBLL1","ortholog_one2many"
"ENSDARG00000053917","ALG10","ENSG00000139133","ALG10","ortholog_one2many"
"ENSDARG00000053917","ALG10","ENSG00000175548","ALG10B","ortholog_one2many"
"ENSDARG00000053929","OPN4B","ENSG00000122375","OPN4","ortholog_one2many"
"ENSDARG00000053934","HDHD3","ENSG00000119431","HDHD3","ortholog_one2one"
"ENSDARG00000053939","TGFA","ENSG00000163235","TGFA","ortholog_one2one"
"ENSDARG00000053950","LIN37","ENSG00000267796","LIN37","ortholog_one2one"
"ENSDARG00000053953","MYADML2","ENSG00000185105","MYADML2","ortholog_one2one"
"ENSDARG00000053956","SPTBN2","ENSG00000173898","SPTBN2","ortholog_one2one"
"ENSDARG00000053959","CDC42EP2","ENSG00000149798","CDC42EP2","ortholog_one2one"
"ENSDARG00000053961","SLC2A11A","ENSG00000133460","SLC2A11","ortholog_one2one"
"ENSDARG00000053963","NPM2B","ENSG00000158806","NPM2","ortholog_one2one"
"ENSDARG00000053973","FETUB","ENSG00000113905","HRG","ortholog_many2many"
"ENSDARG00000053973","FETUB","ENSG00000090512","FETUB","ortholog_many2many"
"ENSDARG00000053979","CHMP2A","ENSG00000130724","CHMP2A","ortholog_one2one"
"ENSDARG00000053992","SFI1","ENSG00000198089","SFI1","ortholog_one2one"
"ENSDARG00000053995","GPANK1","ENSG00000204438","GPANK1","ortholog_one2one"
"ENSDARG00000054003","RARGB","ENSG00000172819","RARG","ortholog_one2many"
"ENSDARG00000054007","PPP1R2","ENSG00000184203","PPP1R2","ortholog_one2many"
"ENSDARG00000054007","PPP1R2","ENSG00000231989","PPP1R2B","ortholog_one2many"
"ENSDARG00000054010","SCAF1","ENSG00000126461","SCAF1","ortholog_one2one"
"ENSDARG00000054023","TTLL6","ENSG00000138892","TTLL8","ortholog_many2many"
"ENSDARG00000054023","TTLL6","ENSG00000203786","KPRP","ortholog_many2many"
"ENSDARG00000054025","HOXB8B","ENSG00000120068","HOXB8","ortholog_one2many"
"ENSDARG00000054026","MUSTN1A","ENSG00000272573","MUSTN1","ortholog_one2many"
"ENSDARG00000054030","HOXB5B","ENSG00000120075","HOXB5","ortholog_one2many"
"ENSDARG00000054031","MXD4","ENSG00000123933","MXD4","ortholog_one2one"
"ENSDARG00000054032","RAB24","ENSG00000169228","RAB24","ortholog_one2one"
"ENSDARG00000054033","HOXB1B","ENSG00000120094","HOXB1","ortholog_one2one"
"ENSDARG00000054036","RNF34B","ENSG00000170633","RNF34","ortholog_one2many"
"ENSDARG00000054048","PLIN1","ENSG00000166819","PLIN1","ortholog_one2one"
"ENSDARG00000054050","VSIG8A","ENSG00000243284","VSIG8","ortholog_one2one"
"ENSDARG00000054054","ZGC:153219","ENSG00000158764","ITLN2","ortholog_many2many"
"ENSDARG00000054055","OSTN","ENSG00000188729","OSTN","ortholog_one2one"
"ENSDARG00000054058","H1-10","ENSG00000184897","H1-10","ortholog_one2one"
"ENSDARG00000054060","POF1B","ENSG00000124429","POF1B","ortholog_one2one"
"ENSDARG00000054063","ARPC4","ENSG00000241553","ARPC4","ortholog_one2many"
"ENSDARG00000054087","IRS1","ENSG00000169047","IRS1","ortholog_one2one"
"ENSDARG00000054096","RBM41","ENSG00000089682","RBM41","ortholog_one2one"
"ENSDARG00000054103","RIPPLY1","ENSG00000203877","RIPPLY2","ortholog_one2one"
"ENSDARG00000054122","TMEM30B","ENSG00000182107","TMEM30B","ortholog_one2one"
"ENSDARG00000054124","HTR1D","ENSG00000179546","HTR1D","ortholog_one2one"
"ENSDARG00000054127","SLC26A6L1","ENSG00000225697","SLC26A6","ortholog_one2many"
"ENSDARG00000054137","ADGRG6","ENSG00000112414","ADGRG6","ortholog_one2one"
"ENSDARG00000054150","GJE1A","ENSG00000203733","GJE1","ortholog_one2one"
"ENSDARG00000054152","NMBR","ENSG00000135577","NMBR","ortholog_one2one"
"ENSDARG00000054154","BMS1","ENSG00000165733","BMS1","ortholog_one2one"
"ENSDARG00000054155","PCNA","ENSG00000132646","PCNA","ortholog_one2one"
"ENSDARG00000054162","NFATC4","ENSG00000100968","NFATC4","ortholog_one2one"
"ENSDARG00000054164","MRPS17","ENSG00000239789","MRPS17","ortholog_one2one"
"ENSDARG00000054170","LTB4R2B","ENSG00000213906","LTB4R2","ortholog_one2many"
"ENSDARG00000054172","PGRMC1","ENSG00000101856","PGRMC1","ortholog_one2one"
"ENSDARG00000054186","NCS1B","ENSG00000107130","NCS1","ortholog_one2many"
"ENSDARG00000054191","PGK1","ENSG00000170950","PGK2","ortholog_one2many"
"ENSDARG00000054191","PGK1","ENSG00000102144","PGK1","ortholog_one2many"
"ENSDARG00000054196","SLC38A8B","ENSG00000166558","SLC38A8","ortholog_one2many"
"ENSDARG00000054199","MTHFD2L","ENSG00000163738","MTHFD2L","ortholog_many2many"
"ENSDARG00000054201","RNF40","ENSG00000103549","RNF40","ortholog_one2one"
"ENSDARG00000054202","HBL4","ENSG00000165471","MBL2","ortholog_one2many"
"ENSDARG00000054208","PHKG2","ENSG00000156873","PHKG2","ortholog_one2one"
"ENSDARG00000054213","HECTD1","ENSG00000092148","HECTD1","ortholog_one2one"
"ENSDARG00000054218","GLTPD2A","ENSG00000224051","CPTP","ortholog_many2many"
"ENSDARG00000054218","GLTPD2A","ENSG00000182327","GLTPD2","ortholog_many2many"
"ENSDARG00000054220","AP4S1","ENSG00000100478","AP4S1","ortholog_one2one"
"ENSDARG00000054222","FBXL8","ENSG00000135722","FBXL8","ortholog_one2one"
"ENSDARG00000054224","IPO11","ENSG00000086200","IPO11","ortholog_one2one"
"ENSDARG00000054250","CRBN","ENSG00000113851","CRBN","ortholog_one2one"
"ENSDARG00000054251","SLC66A3","ENSG00000162976","SLC66A3","ortholog_one2one"
"ENSDARG00000054253","SOBPA","ENSG00000112320","SOBP","ortholog_one2one"
"ENSDARG00000054255","DYNLT2B","ENSG00000213123","DYNLT2B","ortholog_one2one"
"ENSDARG00000054259","NAT10","ENSG00000135372","NAT10","ortholog_one2one"
"ENSDARG00000054264","COG4","ENSG00000103051","COG4","ortholog_one2one"
"ENSDARG00000054271","CDKN1BB","ENSG00000111276","CDKN1B","ortholog_one2many"
"ENSDARG00000054272","CAPRIN1B","ENSG00000135387","CAPRIN1","ortholog_one2many"
"ENSDARG00000054290","ACIN1A","ENSG00000100813","ACIN1","ortholog_one2many"
"ENSDARG00000054292","C2H14ORF119","ENSG00000179933","C14ORF119","ortholog_one2one"
"ENSDARG00000054300","DHRS1","ENSG00000157379","DHRS1","ortholog_one2one"
"ENSDARG00000054301","KTI12","ENSG00000198841","KTI12","ortholog_one2one"
"ENSDARG00000054302","EHD4","ENSG00000103966","EHD4","ortholog_one2one"
"ENSDARG00000054304","HOMEZA","ENSG00000290292","HOMEZ","ortholog_one2many"
"ENSDARG00000054312","SLC38A6","ENSG00000139974","SLC38A6","ortholog_one2one"
"ENSDARG00000054318","STK33","ENSG00000130413","STK33","ortholog_one2one"
"ENSDARG00000054319","OXCT1B","ENSG00000198754","OXCT2","ortholog_many2many"
"ENSDARG00000054319","OXCT1B","ENSG00000083720","OXCT1","ortholog_many2many"
"ENSDARG00000054320","AP2A1","ENSG00000196961","AP2A1","ortholog_one2one"
"ENSDARG00000054323","PPARAB","ENSG00000186951","PPARA","ortholog_one2many"
"ENSDARG00000054331","CCN4A","ENSG00000104415","CCN4","ortholog_one2many"
"ENSDARG00000054332","TRIM66","ENSG00000166436","TRIM66","ortholog_one2one"
"ENSDARG00000054334","DCTPP1","ENSG00000179958","DCTPP1","ortholog_one2one"
"ENSDARG00000054337","AP1G2","ENSG00000213983","AP1G2","ortholog_one2one"
"ENSDARG00000054340","SLA1A","ENSG00000155926","SLA","ortholog_one2many"
"ENSDARG00000054343","SLC7A8B","ENSG00000092068","SLC7A8","ortholog_one2many"
"ENSDARG00000054344","GABPB2B","ENSG00000143458","GABPB2","ortholog_one2one"
"ENSDARG00000054352","LRRC9","ENSG00000131951","LRRC9","ortholog_one2one"
"ENSDARG00000054355","DCAF7","ENSG00000136485","DCAF7","ortholog_one2one"
"ENSDARG00000054362","CCDC47","ENSG00000108588","CCDC47","ortholog_one2one"
"ENSDARG00000054373","B3GNT3.2","ENSG00000179913","B3GNT3","ortholog_one2many"
"ENSDARG00000054374","ALG13","ENSG00000101901","ALG13","ortholog_one2one"
"ENSDARG00000054389","RHOF","ENSG00000139725","RHOF","ortholog_one2one"
"ENSDARG00000054414","SPATA17","ENSG00000162814","SPATA17","ortholog_one2one"
"ENSDARG00000054420","RPE65C","ENSG00000116745","RPE65","ortholog_one2many"
"ENSDARG00000054423","SLC7A6","ENSG00000103064","SLC7A6","ortholog_one2one"
"ENSDARG00000054433","YIPF6","ENSG00000181704","YIPF6","ortholog_one2one"
"ENSDARG00000054438","FZD2","ENSG00000180340","FZD2","ortholog_one2one"
"ENSDARG00000054442","CBX1B","ENSG00000108468","CBX1","ortholog_one2many"
"ENSDARG00000054446","CCDC43","ENSG00000180329","CCDC43","ortholog_one2one"
"ENSDARG00000054447","SLC29A1B","ENSG00000112759","SLC29A1","ortholog_one2many"
"ENSDARG00000054448","KIF1CB","ENSG00000129250","KIF1C","ortholog_one2many"
"ENSDARG00000054451","LOXL1","ENSG00000129038","LOXL1","ortholog_one2one"
"ENSDARG00000054454","EPHA4A","ENSG00000116106","EPHA4","ortholog_one2one"
"ENSDARG00000054456","CLIP3","ENSG00000105270","CLIP3","ortholog_one2one"
"ENSDARG00000054458","SLMAPA","ENSG00000163681","SLMAP","ortholog_one2one"
"ENSDARG00000054473","TINF2","ENSG00000092330","TINF2","ortholog_one2many"
"ENSDARG00000054501","STAMBPA","ENSG00000124356","STAMBP","ortholog_one2many"
"ENSDARG00000054510","ADRB2B","ENSG00000169252","ADRB2","ortholog_one2many"
"ENSDARG00000054530","RARS1","ENSG00000113643","RARS1","ortholog_one2one"
"ENSDARG00000054533","ARAF","ENSG00000078061","ARAF","ortholog_one2one"
"ENSDARG00000054534","ACOT12","ENSG00000172497","ACOT12","ortholog_one2one"
"ENSDARG00000054537","NHSL1A","ENSG00000135540","NHSL1","ortholog_one2many"
"ENSDARG00000054539","LRP10","ENSG00000197324","LRP10","ortholog_one2one"
"ENSDARG00000054540","IMP4","ENSG00000136718","IMP4","ortholog_one2one"
"ENSDARG00000054542","IL12BB","ENSG00000113302","IL12B","ortholog_one2many"
"ENSDARG00000054543","SAMSN1A","ENSG00000155307","SAMSN1","ortholog_one2many"
"ENSDARG00000054570","SMG1","ENSG00000157106","SMG1","ortholog_one2one"
"ENSDARG00000054574","ZNHIT1","ENSG00000106400","ZNHIT1","ortholog_one2one"
"ENSDARG00000054578","ARL6IP1","ENSG00000170540","ARL6IP1","ortholog_one2one"
"ENSDARG00000054583","MFSD6B","ENSG00000151690","MFSD6","ortholog_one2many"
"ENSDARG00000054588","COX6A2","ENSG00000111775","COX6A1","ortholog_one2one"
"ENSDARG00000054597","CNOT6L","ENSG00000138767","CNOT6L","ortholog_one2one"
"ENSDARG00000054606","MRPL1","ENSG00000169288","MRPL1","ortholog_one2one"
"ENSDARG00000054609","SLCO2B1","ENSG00000137491","SLCO2B1","ortholog_one2one"
"ENSDARG00000054610","CORO1A","ENSG00000102879","CORO1A","ortholog_one2one"
"ENSDARG00000054632","FLI1","ENSG00000151702","FLI1","ortholog_one2one"
"ENSDARG00000054641","TENT5AB","ENSG00000112773","TENT5A","ortholog_one2many"
"ENSDARG00000054655","SI:CH211-1F22.5","ENSG00000012124","CD22","ortholog_one2many"
"ENSDARG00000054658","SLC34A1B","ENSG00000131183","SLC34A1","ortholog_one2many"
"ENSDARG00000054666","PGPEP1","ENSG00000130517","PGPEP1","ortholog_one2one"
"ENSDARG00000054667","ADRA2DB","ENSG00000186881","OR13F1","ortholog_many2many"
"ENSDARG00000054667","ADRA2DB","ENSG00000188691","OR56A5","ortholog_many2many"
"ENSDARG00000054667","ADRA2DB","ENSG00000180934","OR56A1","ortholog_many2many"
"ENSDARG00000054667","ADRA2DB","ENSG00000183389","OR56A4","ortholog_many2many"
"ENSDARG00000054667","ADRA2DB","ENSG00000184478","OR56A3","ortholog_many2many"
"ENSDARG00000054680","CHRNA9A","ENSG00000174343","CHRNA9","ortholog_one2many"
"ENSDARG00000054683","PRDM8B","ENSG00000152784","PRDM8","ortholog_one2one"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000197901","SLC22A6","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000149742","SLC22A9","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000197891","SLC22A12","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000197658","SLC22A24","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000146477","SLC22A3","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000144671","SLC22A14","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000175003","SLC22A1","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000184999","SLC22A10","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000196600","SLC22A25","ortholog_many2many"
"ENSDARG00000054690","SI:DKEY-166K12.1","ENSG00000197375","SLC22A5","ortholog_many2many"
