Key	Ligand	Receptor
HLA-G_KLRD1	HLA-G	KLRD1
HLA-G_LILRB1	HLA-G	LILRB1
HLA-G_LILRB2	HLA-G	LILRB2
HMGB1_SDC1	HMGB1	SDC1
HMGB1_THBD	HMGB1	THBD
HP_ASGR1	HP	ASGR1
HP_ASGR2	HP	ASGR2
HP_ITGAM	HP	ITGAM
HP_ITGB2	HP	ITGB2
HRAS_AGTR1	HRAS	AGTR1
HRAS_CAV1	HRAS	CAV1
HRAS_GRIN2D	HRAS	GRIN2D
HRAS_INSR	HRAS	INSR
HRAS_SDC2	HRAS	SDC2
HRAS_TLR2	HRAS	TLR2
HRAS_TLR9	HRAS	TLR9
HRG_FCGR1A	HRG	FCGR1A
HSP90AA1_CFTR	HSP90AA1	CFTR
HSP90AA1_EGFR	HSP90AA1	EGFR
HSP90AA1_FGFR3	HSP90AA1	FGFR3
HSP90B1_ASGR1	HSP90B1	ASGR1
HSP90B1_ERBB2	HSP90B1	ERBB2
HSP90B1_LRP1	HSP90B1	LRP1
HSP90B1_TLR1	HSP90B1	TLR1
HSP90B1_TLR2	HSP90B1	TLR2
HSP90B1_TLR4	HSP90B1	TLR4
HSP90B1_TLR7	HSP90B1	TLR7
HSP90B1_TLR9	HSP90B1	TLR9
HSPA1A_GRIN2D	HSPA1A	GRIN2D
HSPA1A_TLR4	HSPA1A	TLR4
HSPG2_CHRM3	HSPG2	CHRM3
HSPG2_COL13A1	HSPG2	COL13A1
HSPG2_ITGA2	HSPG2	ITGA2
HSPG2_ITGB1	HSPG2	ITGB1
HSPG2_PTPRS	HSPG2	PTPRS
HSPG2_SDC1	HSPG2	SDC1
IAPP_CALCR	IAPP	CALCR
IAPP_RAMP1	IAPP	RAMP1
IAPP_RAMP2	IAPP	RAMP2
IAPP_RAMP3	IAPP	RAMP3
IBSP_ITGAV	IBSP	ITGAV
ICAM1_CAV1	ICAM1	CAV1
ICAM1_EGFR	ICAM1	EGFR
ICAM1_IL2RA	ICAM1	IL2RA
ICAM1_IL2RG	ICAM1	IL2RG
ICAM1_ITGAL	ICAM1	ITGAL
ICAM1_ITGAM	ICAM1	ITGAM
ICAM1_ITGAX	ICAM1	ITGAX
ICAM1_ITGB2	ICAM1	ITGB2
ICAM2_ITGAL	ICAM2	ITGAL
ICAM2_ITGAM	ICAM2	ITGAM
ICAM2_ITGB2	ICAM2	ITGB2
ICAM3_CLEC4M	ICAM3	CLEC4M
ICAM3_ITGAD	ICAM3	ITGAD
ICAM3_ITGAL	ICAM3	ITGAL
ICAM3_ITGB2	ICAM3	ITGB2
ICAM4_ITGA2B	ICAM4	ITGA2B
ICAM4_ITGA4	ICAM4	ITGA4
ICAM4_ITGAL	ICAM4	ITGAL
ICAM4_ITGAM	ICAM4	ITGAM
ICAM4_ITGAV	ICAM4	ITGAV
ICAM4_ITGB1	ICAM4	ITGB1
ICAM4_ITGB2	ICAM4	ITGB2
ICAM4_ITGB3	ICAM4	ITGB3
ICAM4_RHAG	ICAM4	RHAG
ICAM5_ITGAL	ICAM5	ITGAL
ICAM5_ITGB2	ICAM5	ITGB2
IFNA10_IFNAR1	IFNA10	IFNAR1
IFNA10_IFNAR2	IFNA10	IFNAR2
IFNA13_IFNAR1	IFNA13	IFNAR1
IFNA13_IFNAR2	IFNA13	IFNAR2
IFNA14_IFNAR1	IFNA14	IFNAR1
IFNA14_IFNAR2	IFNA14	IFNAR2
IFNA16_IFNAR1	IFNA16	IFNAR1
IFNA16_IFNAR2	IFNA16	IFNAR2
IFNA17_IFNAR1	IFNA17	IFNAR1
IFNA17_IFNAR2	IFNA17	IFNAR2
IFNA1_IFNAR1	IFNA1	IFNAR1
IFNA1_IFNAR2	IFNA1	IFNAR2
IFNA21_IFNAR1	IFNA21	IFNAR1
IFNA21_IFNAR2	IFNA21	IFNAR2
IFNA2_IFNAR1	IFNA2	IFNAR1
IFNA2_IFNAR2	IFNA2	IFNAR2
IFNA4_IFNAR1	IFNA4	IFNAR1
IFNA4_IFNAR2	IFNA4	IFNAR2
IFNA5_IFNAR1	IFNA5	IFNAR1
IFNA5_IFNAR2	IFNA5	IFNAR2
IFNA6_IFNAR1	IFNA6	IFNAR1
IFNA6_IFNAR2	IFNA6	IFNAR2
IFNA7_IFNAR1	IFNA7	IFNAR1
IFNA7_IFNAR2	IFNA7	IFNAR2
IFNA8_IFNAR1	IFNA8	IFNAR1
IFNA8_IFNAR2	IFNA8	IFNAR2
IFNB1_IFNAR1	IFNB1	IFNAR1
IFNB1_IFNAR2	IFNB1	IFNAR2
IFNG_IFNGR1	IFNG	IFNGR1
IFNG_IFNGR2	IFNG	IFNGR2
IFNL1_IFNLR1	IFNL1	IFNLR1
IFNL1_IL10RB	IFNL1	IL10RB
IFNL2_IFNLR1	IFNL2	IFNLR1
IFNL2_IL10RB	IFNL2	IL10RB
IFNL3_IFNLR1	IFNL3	IFNLR1
IFNL3_IL10RB	IFNL3	IL10RB
IFNW1_IFNAR1	IFNW1	IFNAR1
IFNW1_IFNAR2	IFNW1	IFNAR2
IGF1_IGF1R	IGF1	IGF1R
IGF1_INSR	IGF1	INSR
IGF2_IGF1R	IGF2	IGF1R
IGF2_IGF2R	IGF2	IGF2R
IGF2_INSR	IGF2	INSR
IGFBP4_FZD8	IGFBP4	FZD8
IGFBP4_LRP6	IGFBP4	LRP6
IGFL1_IGFLR1	IGFL1	IGFLR1
IGFL2_IGFLR1	IGFL2	IGFLR1
IGFL3_IGFLR1	IGFL3	IGFLR1
IHH_BOC	IHH	BOC
IHH_CDON	IHH	CDON
IHH_HHIP	IHH	HHIP
IHH_PTCH1	IHH	PTCH1
IHH_PTCH2	IHH	PTCH2
IL10_IL10RA	IL10	IL10RA
IL10_IL10RB	IL10	IL10RB
IL10_SIRPG	IL10	SIRPG
IL11_IL11RA	IL11	IL11RA
IL11_IL6ST	IL11	IL6ST
IL12A_CD28	IL12A	CD28
IL12A_IL12RB1	IL12A	IL12RB1
IL12A_IL12RB2	IL12A	IL12RB2
IL12B_IL12RB1	IL12B	IL12RB1
IL12B_IL12RB2	IL12B	IL12RB2
IL12B_IL23R	IL12B	IL23R
IL13_IL13RA1	IL13	IL13RA1
IL13_IL13RA2	IL13	IL13RA2
IL13_IL2RG	IL13	IL2RG
IL13_IL4R	IL13	IL4R
IL15_IL15RA	IL15	IL15RA
IL15_IL2RA	IL15	IL2RA
IL15_IL2RB	IL15	IL2RB
IL15_IL2RG	IL15	IL2RG
IL16_CCR5	IL16	CCR5
IL16_CD4	IL16	CD4
IL16_GRIN2C	IL16	GRIN2C
IL16_GRIN2D	IL16	GRIN2D
IL16_KCNA3	IL16	KCNA3
IL16_KCND1	IL16	KCND1
IL16_KCND2	IL16	KCND2
IL16_KCNJ10	IL16	KCNJ10
IL16_KCNJ15	IL16	KCNJ15
IL16_KCNJ4	IL16	KCNJ4
IL17A_IL17RA	IL17A	IL17RA
IL17A_IL17RC	IL17A	IL17RC
IL17B_IL17RB	IL17B	IL17RB
IL17F_IL17RA	IL17F	IL17RA
IL18_CD48	IL18	CD48
IL18_IL18R1	IL18	IL18R1
IL18_IL18RAP	IL18	IL18RAP
IL18_IL1RAPL1	IL18	IL1RAPL1
IL18_IL1RL2	IL18	IL1RL2
IL19_IL20RA	IL19	IL20RA
IL19_IL20RB	IL19	IL20RB
IL1A_IL1R1	IL1A	IL1R1
IL1A_IL1R2	IL1A	IL1R2
IL1A_IL1RAP	IL1A	IL1RAP
IL1B_ADRB2	IL1B	ADRB2
IL1B_IL1R1	IL1B	IL1R1
IL1B_IL1R2	IL1B	IL1R2
IL1B_IL1RAP	IL1B	IL1RAP
IL1F10_IL1R1	IL1F10	IL1R1
IL1RN_IL1R1	IL1RN	IL1R1
IL1RN_IL1R2	IL1RN	IL1R2
IL1RN_IL1RL2	IL1RN	IL1RL2
IL20_IL20RA	IL20	IL20RA
IL20_IL20RB	IL20	IL20RB
IL20_IL22RA1	IL20	IL22RA1
IL21_IL21R	IL21	IL21R
IL21_IL2RG	IL21	IL2RG
IL22_IL10RA	IL22	IL10RA
IL22_IL10RB	IL22	IL10RB
IL22_IL21R	IL22	IL21R
IL22_IL22RA1	IL22	IL22RA1
IL22_IL22RA2	IL22	IL22RA2
IL23A_IL12RB1	IL23A	IL12RB1
IL23A_IL23R	IL23A	IL23R
IL24_IL20RA	IL24	IL20RA
IL24_IL20RB	IL24	IL20RB
IL24_IL22RA1	IL24	IL22RA1
IL25_IL17RB	IL25	IL17RB
IL26_IL20RA	IL26	IL20RA
IL27_IL27RA	IL27	IL27RA
IL2_CD53	IL2	CD53
IL2_GYPE	IL2	GYPE
IL2_IL2RA	IL2	IL2RA
IL2_IL2RB	IL2	IL2RB
IL2_IL2RG	IL2	IL2RG
IL2_NGFR	IL2	NGFR
IL31_IL31RA	IL31	IL31RA
IL31_OSMR	IL31	OSMR
IL34_CSF1R	IL34	CSF1R
IL3_CSF2RB	IL3	CSF2RB
IL3_IL3RA	IL3	IL3RA
IL4_CD53	IL4	CD53
IL4_IL13RA1	IL4	IL13RA1
IL4_IL13RA2	IL4	IL13RA2
IL4_IL2RG	IL4	IL2RG
IL4_IL4R	IL4	IL4R
IL5_CSF2RB	IL5	CSF2RB
IL5_IL5RA	IL5	IL5RA
IL6_F3	IL6	F3
IL6_IL6R	IL6	IL6R
IL6_IL6ST	IL6	IL6ST
IL7_IL2RG	IL7	IL2RG
IL7_IL7R	IL7	IL7R
IL8_CD79A	IL8	CD79A
IL8_CXCR1	IL8	CXCR1
IL8_CXCR2	IL8	CXCR2
IL8_DARC	IL8	DARC
IL8_KDR	IL8	KDR
IL8_SDC1	IL8	SDC1
IL8_SDC2	IL8	SDC2
IL8_SDC3	IL8	SDC3
IL9_IL2RG	IL9	IL2RG
IL9_IL9R	IL9	IL9R
INHA_ACVR1	INHA	ACVR1
INHA_ACVR1B	INHA	ACVR1B
INHA_ACVR2A	INHA	ACVR2A
INHA_ACVR2B	INHA	ACVR2B
INHA_TGFBR3	INHA	TGFBR3
INHBA_ACVR1	INHBA	ACVR1
INHBA_ACVR1B	INHBA	ACVR1B
INHBA_ACVR2A	INHBA	ACVR2A
INHBA_ACVR2B	INHBA	ACVR2B
INHBA_BAMBI	INHBA	BAMBI
INHBA_ENG	INHBA	ENG
INHBA_TGFBR3	INHBA	TGFBR3
INHBB_ACVR1	INHBB	ACVR1
INHBB_ACVR1B	INHBB	ACVR1B
INHBB_ACVR1C	INHBB	ACVR1C
INHBB_ACVR2A	INHBB	ACVR2A
INHBB_ACVR2B	INHBB	ACVR2B
INHBC_ACVR1	INHBC	ACVR1
INHBC_ACVR1B	INHBC	ACVR1B
INHBC_ACVR2A	INHBC	ACVR2A
INHBC_ACVR2B	INHBC	ACVR2B
INHBE_ACVR1	INHBE	ACVR1
INHBE_ACVR1B	INHBE	ACVR1B
INHBE_ACVR2A	INHBE	ACVR2A
INHBE_ENG	INHBE	ENG
INSL3_RXFP2	INSL3	RXFP2
INSL5_RXFP3	INSL5	RXFP3
INSL5_RXFP4	INSL5	RXFP4
INS_IGF1R	INS	IGF1R
INS_INSR	INS	INSR
INS_LRP2	INS	LRP2
ITGB3BP_ITGB3	ITGB3BP	ITGB3
ITGB3BP_ITGB5	ITGB3BP	ITGB5
ITIH2_FCER1A	ITIH2	FCER1A
JAG1_NOTCH1	JAG1	NOTCH1
JAG1_NOTCH2	JAG1	NOTCH2
JAG1_NOTCH3	JAG1	NOTCH3
JAG1_NOTCH4	JAG1	NOTCH4
JAG2_NOTCH1	JAG2	NOTCH1
JAG2_NOTCH2	JAG2	NOTCH2
JAG2_NOTCH3	JAG2	NOTCH3
JAG2_NOTCH4	JAG2	NOTCH4
KAL1_FGFR1	KAL1	FGFR1
KAL1_SDC2	KAL1	SDC2
KISS1_KISS1R	KISS1	KISS1R
KISS1_MMP24	KISS1	MMP24
KITLG_EPOR	KITLG	EPOR
KITLG_KIT	KITLG	KIT
KLK3_EPOR	KLK3	EPOR
KNG1_BDKRB1	KNG1	BDKRB1
KNG1_BDKRB2	KNG1	BDKRB2
KNG1_CD93	KNG1	CD93
KNG1_GP1BA	KNG1	GP1BA
KNG1_GPR135	KNG1	GPR135
KNG1_ITGAM	KNG1	ITGAM
KNG1_ITGB2	KNG1	ITGB2
KNG1_PLAUR	KNG1	PLAUR
KNG1_RXFP4	KNG1	RXFP4
KNG1_SDC2	KNG1	SDC2
KRTAP4-12_AQP1	KRTAP4-12	AQP1
KRTAP4-12_CATSPER1	KRTAP4-12	CATSPER1
KRTAP4-12_CLDN2	KRTAP4-12	CLDN2
KRTAP4-12_CNTFR	KRTAP4-12	CNTFR
KRTAP4-12_DLK2	KRTAP4-12	DLK2
KRTAP4-12_LINGO1	KRTAP4-12	LINGO1
KRTAP4-12_PDGFRB	KRTAP4-12	PDGFRB
KRTAP4-12_PLSCR4	KRTAP4-12	PLSCR4
L1CAM_CNTN1	L1CAM	CNTN1
L1CAM_EGFR	L1CAM	EGFR
L1CAM_EPHB2	L1CAM	EPHB2
L1CAM_ERBB2	L1CAM	ERBB2
L1CAM_ERBB3	L1CAM	ERBB3
L1CAM_FGFR2	L1CAM	FGFR2
L1CAM_ITGA5	L1CAM	ITGA5
L1CAM_ITGAV	L1CAM	ITGAV
LACRT_SDC1	LACRT	SDC1
LAMA1_GPC1	LAMA1	GPC1
LAMA1_ITGA1	LAMA1	ITGA1
LAMA1_ITGA2	LAMA1	ITGA2
LAMA1_ITGA3	LAMA1	ITGA3
LAMA1_ITGA6	LAMA1	ITGA6
LAMA1_ITGA7	LAMA1	ITGA7
LAMA1_ITGB1	LAMA1	ITGB1
LAMA1_ITGB4	LAMA1	ITGB4
LAMA1_ITGB8	LAMA1	ITGB8
LAMA1_NT5E	LAMA1	NT5E
LAMA1_RPSA	LAMA1	RPSA
LAMA1_SDC2	LAMA1	SDC2
LAMA1_SDC4	LAMA1	SDC4
LAMA1_TMPRSS6	LAMA1	TMPRSS6
LAMA2_ITGA1	LAMA2	ITGA1
LAMA2_ITGA2	LAMA2	ITGA2
LAMA2_ITGA3	LAMA2	ITGA3
LAMA2_ITGA6	LAMA2	ITGA6
LAMA2_ITGA7	LAMA2	ITGA7
LAMA2_ITGB1	LAMA2	ITGB1
LAMA2_ITGB4	LAMA2	ITGB4
LAMA2_RPSA	LAMA2	RPSA
LAMA3_SDC2	LAMA3	SDC2
LAMA4_ITGA3	LAMA4	ITGA3
LAMA4_ITGA6	LAMA4	ITGA6
LAMA4_ITGAV	LAMA4	ITGAV
LAMA4_ITGB1	LAMA4	ITGB1
LAMA5_BCAM	LAMA5	BCAM
LAMA5_ITGA2	LAMA5	ITGA2
LAMA5_ITGA3	LAMA5	ITGA3
LAMA5_ITGA6	LAMA5	ITGA6
LAMA5_ITGB1	LAMA5	ITGB1
LAMA5_ITGB4	LAMA5	ITGB4
LAMA5_SDC1	LAMA5	SDC1
LAMB1_ITGA1	LAMB1	ITGA1
LAMB1_ITGA2	LAMB1	ITGA2
LAMB1_ITGA3	LAMB1	ITGA3
LAMB1_ITGA6	LAMB1	ITGA6
LAMB1_ITGA7	LAMB1	ITGA7
LAMB1_ITGAV	LAMB1	ITGAV
LAMB1_ITGB1	LAMB1	ITGB1
LAMB1_ITGB4	LAMB1	ITGB4
LAMB2_RPSA	LAMB2	RPSA
LAMB3_CD151	LAMB3	CD151
LAMB3_COL17A1	LAMB3	COL17A1
LAMB3_ITGA2	LAMB3	ITGA2
LAMB3_ITGA3	LAMB3	ITGA3
LAMB3_ITGA6	LAMB3	ITGA6
LAMB3_ITGB1	LAMB3	ITGB1
LAMB3_ITGB4	LAMB3	ITGB4
LAMC1_ITGA1	LAMC1	ITGA1
LAMC1_ITGA2	LAMC1	ITGA2
LAMC1_ITGA3	LAMC1	ITGA3
LAMC1_ITGA6	LAMC1	ITGA6
LAMC1_ITGA7	LAMC1	ITGA7
LAMC1_ITGAV	LAMC1	ITGAV
LAMC1_ITGB1	LAMC1	ITGB1
LAMC1_ITGB4	LAMC1	ITGB4
LAMC2_CD151	LAMC2	CD151
LAMC2_COL17A1	LAMC2	COL17A1
LAMC2_ITGA2	LAMC2	ITGA2
LAMC2_ITGA3	LAMC2	ITGA3
LAMC2_ITGA6	LAMC2	ITGA6
LAMC2_ITGB1	LAMC2	ITGB1
LAMC2_ITGB4	LAMC2	ITGB4
LAMC3_ITGA2	LAMC3	ITGA2
LAMC3_ITGA3	LAMC3	ITGA3
LAMC3_ITGA6	LAMC3	ITGA6
LAMC3_ITGB1	LAMC3	ITGB1
LAMC3_ITGB4	LAMC3	ITGB4
LCN1_LMBR1L	LCN1	LMBR1L
LCN2_LRP2	LCN2	LRP2
LEFTY2_ACVR2B	LEFTY2	ACVR2B
LEP_LEPR	LEP	LEPR
LEP_LRP2	LEP	LRP2
LGALS3BP_ITGB1	LGALS3BP	ITGB1
LGALS3BP_VANGL1	LGALS3BP	VANGL1
LHB_LHCGR	LHB	LHCGR
LIF_IL6ST	LIF	IL6ST
LIF_LIFR	LIF	LIFR
LIN7C_ABCA1	LIN7C	ABCA1
LIN7C_HTR2C	LIN7C	HTR2C
LIN7C_KCNJ4	LIN7C	KCNJ4
LIPC_LRP1	LIPC	LRP1
LIPH_LPAR1	LIPH	LPAR1
LIPH_LPAR2	LIPH	LPAR2
LIPH_LPAR4	LIPH	LPAR4
LPA_ITGAM	LPA	ITGAM
LPA_ITGB2	LPA	ITGB2
LPA_LRP2	LPA	LRP2
LPL_CD44	LPL	CD44
LPL_GPIHBP1	LPL	GPIHBP1
LPL_LRP1	LPL	LRP1
LPL_LRP2	LPL	LRP2
LPL_SDC1	LPL	SDC1
LPL_VLDLR	LPL	VLDLR
LRP1B_PLAUR	LRP1B	PLAUR
LRPAP1_LDLR	LRPAP1	LDLR
LRPAP1_LRP1	LRPAP1	LRP1
LRPAP1_LRP2	LRPAP1	LRP2
LRPAP1_LRP8	LRPAP1	LRP8
LRPAP1_SORL1	LRPAP1	SORL1
LRPAP1_SORT1	LRPAP1	SORT1
LRPAP1_VLDLR	LRPAP1	VLDLR
LTA_CACHD1	LTA	CACHD1
LTA_EDNRA	LTA	EDNRA
LTA_LTBR	LTA	LTBR
LTA_TNFRSF14	LTA	TNFRSF14
LTA_TNFRSF1A	LTA	TNFRSF1A
LTA_TNFRSF1B	LTA	TNFRSF1B
LTBP1_ITGB5	LTBP1	ITGB5
LTBP3_ITGB5	LTBP3	ITGB5
LTB_CD40	LTB	CD40
LTB_LTBR	LTB	LTBR
LTB_TNFRSF1A	LTB	TNFRSF1A
LTF_GP9	LTF	GP9
LTF_GPR162	LTF	GPR162
LTF_LRP1	LTF	LRP1
LTF_LRP11	LTF	LRP11
LTF_TFRC	LTF	TFRC
LY6G5C_TMEM8A	LY6G5C	TMEM8A
LY86_CD180	LY86	CD180
LYPD3_AGR2	LYPD3	AGR2
LYZ_ITGAL	LYZ	ITGAL
MADCAM1_CD44	MADCAM1	CD44
MADCAM1_ITGA4	MADCAM1	ITGA4
MADCAM1_ITGB7	MADCAM1	ITGB7
MATN1_ITGA1	MATN1	ITGA1
MATN1_ITGB1	MATN1	ITGB1
MATN1_PTPRD	MATN1	PTPRD
MBL2_CALCR	MBL2	CALCR
MBL2_CD93	MBL2	CD93
MDK_ALK	MDK	ALK
MDK_GPC2	MDK	GPC2
MDK_ITGA4	MDK	ITGA4
MDK_ITGA6	MDK	ITGA6
MDK_ITGB1	MDK	ITGB1
MDK_LRP1	MDK	LRP1
MDK_LRP2	MDK	LRP2
MDK_PTPRB	MDK	PTPRB
MDK_PTPRZ1	MDK	PTPRZ1
MDK_SDC1	MDK	SDC1
MDK_SDC3	MDK	SDC3
MDK_SDC4	MDK	SDC4
MDK_TSPAN1	MDK	TSPAN1
MEPE_PHEX	MEPE	PHEX
MFAP2_NOTCH1	MFAP2	NOTCH1
MFAP5_NOTCH1	MFAP5	NOTCH1
MFGE8_ITGAV	MFGE8	ITGAV
MFGE8_ITGB3	MFGE8	ITGB3
MFGE8_PDGFRB	MFGE8	PDGFRB
MFI2_TFRC	MFI2	TFRC
MFNG_NOTCH1	MFNG	NOTCH1
MFNG_NOTCH2	MFNG	NOTCH2
MIA_CDH19	MIA	CDH19
MIA_CDH7	MIA	CDH7
MLLT4_EPHA7	MLLT4	EPHA7
MLLT4_EPHB2	MLLT4	EPHB2
MLLT4_EPHB3	MLLT4	EPHB3
MLLT4_EPHB6	MLLT4	EPHB6
MLLT4_F11R	MLLT4	F11R
MLLT4_NRXN2	MLLT4	NRXN2
MLLT4_NRXN3	MLLT4	NRXN3
MLLT4_PVRL1	MLLT4	PVRL1
MLLT4_PVRL2	MLLT4	PVRL2
MLLT4_PVRL3	MLLT4	PVRL3
MLLT4_PVRL4	MLLT4	PVRL4
MLN_MLNR	MLN	MLNR
MMP12_PLAUR	MMP12	PLAUR
MMP13_LRP1	MMP13	LRP1
MMP1_CD44	MMP1	CD44
MMP1_ITGA2	MMP1	ITGA2
MMP2_SDC2	MMP2	SDC2
MMP7_CD151	MMP7	CD151
MMP7_CD44	MMP7	CD44
MMP7_CDH6	MMP7	CDH6
MMP7_ERBB4	MMP7	ERBB4
MMP9_CD44	MMP9	CD44
MMP9_EPHB2	MMP9	EPHB2
MMP9_ITGAM	MMP9	ITGAM
MMP9_ITGB2	MMP9	ITGB2
MMP9_LRP1	MMP9	LRP1
MST1_MST1R	MST1	MST1R
MSTN_ACVR2B	MSTN	ACVR2B
MUC2_AGR2	MUC2	AGR2
MUC7_SELL	MUC7	SELL
MYOC_FZD1	MYOC	FZD1
MYOC_FZD10	MYOC	FZD10
MYOC_FZD3	MYOC	FZD3
MYOC_FZD4	MYOC	FZD4
MYOC_FZD7	MYOC	FZD7
NAMPT_INSR	NAMPT	INSR
NCAM1_CACNA1C	NCAM1	CACNA1C
NCAM1_FGFR1	NCAM1	FGFR1
NCAM1_FGFR2	NCAM1	FGFR2
NCAM1_GFRA1	NCAM1	GFRA1
NCAM1_PTPRA	NCAM1	PTPRA
NCAM1_ROBO1	NCAM1	ROBO1
NCAM1_ROBO3	NCAM1	ROBO3
NCAN_CDH2	NCAN	CDH2
NCAN_SDC3	NCAN	SDC3
NDP_FZD4	NDP	FZD4
NDP_LGR4	NDP	LGR4
NGF_KIDINS220	NGF	KIDINS220
NGF_MAGED1	NGF	MAGED1
NGF_NGFR	NGF	NGFR
NGF_NGFRAP1	NGF	NGFRAP1
NGF_NTRK1	NGF	NTRK1
NGF_SORCS3	NGF	SORCS3
NGF_SORT1	NGF	SORT1
NID1_COL13A1	NID1	COL13A1
NID1_ITGA3	NID1	ITGA3
NID1_ITGAV	NID1	ITGAV
NID1_ITGB1	NID1	ITGB1
NID1_ITGB3	NID1	ITGB3
NID1_PTPRF	NID1	PTPRF
NID2_COL13A1	NID2	COL13A1
NLGN1_NRXN1	NLGN1	NRXN1
NLGN1_NRXN2	NLGN1	NRXN2
NLGN1_NRXN3	NLGN1	NRXN3
NLGN2_NRXN1	NLGN2	NRXN1
NLGN2_NRXN2	NLGN2	NRXN2
NLGN2_NRXN3	NLGN2	NRXN3
NLGN3_NRXN1	NLGN3	NRXN1
NLGN3_NRXN2	NLGN3	NRXN2
NLGN3_NRXN3	NLGN3	NRXN3
NMB_BRS3	NMB	BRS3
NMB_GRPR	NMB	GRPR
NMB_NMBR	NMB	NMBR
NMS_NMUR1	NMS	NMUR1
NMS_NMUR2	NMS	NMUR2
NMU_NMUR1	NMU	NMUR1
NMU_NMUR2	NMU	NMUR2
NODAL_ACVR1B	NODAL	ACVR1B
NODAL_ACVR1C	NODAL	ACVR1C
NODAL_ACVR2A	NODAL	ACVR2A
NODAL_ACVR2B	NODAL	ACVR2B
NOV_NOTCH1	NOV	NOTCH1
NOV_PLXNA1	NOV	PLXNA1
NPB_NPBWR1	NPB	NPBWR1
NPB_NPBWR2	NPB	NPBWR2
NPFF_NPFFR1	NPFF	NPFFR1
NPFF_NPFFR2	NPFF	NPFFR2
NPNT_ITGA8	NPNT	ITGA8
NPNT_ITGB1	NPNT	ITGB1
NPPA_NPR1	NPPA	NPR1
NPPA_NPR3	NPPA	NPR3
NPPB_NPR1	NPPB	NPR1
NPPB_NPR2	NPPB	NPR2
NPPB_NPR3	NPPB	NPR3
NPPC_NPR2	NPPC	NPR2
NPPC_NPR3	NPPC	NPR3
NPS_NPSR1	NPS	NPSR1
NPVF_NPFFR1	NPVF	NPFFR1
NPVF_NPFFR2	NPVF	NPFFR2
NPW_NPBWR1	NPW	NPBWR1
NPW_NPBWR2	NPW	NPBWR2
NPY_FAP	NPY	FAP
NPY_MC4R	NPY	MC4R
NPY_NPFFR2	NPY	NPFFR2
NPY_NPY1R	NPY	NPY1R
NPY_NPY2R	NPY	NPY2R
NPY_NPY4R	NPY	NPY4R
NPY_NPY5R	NPY	NPY5R
NPY_PRLHR	NPY	PRLHR
NRG1_ERBB2	NRG1	ERBB2
NRG1_ERBB3	NRG1	ERBB3
NRG1_ERBB4	NRG1	ERBB4
NRG1_GPC1	NRG1	GPC1
NRG2_ERBB2	NRG2	ERBB2
NRG2_ERBB3	NRG2	ERBB3
NRG2_ERBB4	NRG2	ERBB4
NRG3_ERBB4	NRG3	ERBB4
NRG4_EGFR	NRG4	EGFR
NRG4_ERBB2	NRG4	ERBB2
NRG4_ERBB4	NRG4	ERBB4
NRTN_GFRA1	NRTN	GFRA1
NRTN_GFRA2	NRTN	GFRA2
NRTN_RET	NRTN	RET
NTF3_NGFR	NTF3	NGFR
NTF3_NTRK1	NTF3	NTRK1
NTF3_NTRK2	NTF3	NTRK2
NTF3_NTRK3	NTF3	NTRK3
NTF4_NGFR	NTF4	NGFR
NTF4_NGFRAP1	NTF4	NGFRAP1
NTF4_NTRK1	NTF4	NTRK1
NTF4_NTRK2	NTF4	NTRK2
NTF4_NTRK3	NTF4	NTRK3
NTN1_ADORA2B	NTN1	ADORA2B
NTN1_DCC	NTN1	DCC
NTN1_NEO1	NTN1	NEO1
NTN1_UNC5A	NTN1	UNC5A
NTN1_UNC5B	NTN1	UNC5B
NTN1_UNC5C	NTN1	UNC5C
NTN1_UNC5D	NTN1	UNC5D
NTN3_CDON	NTN3	CDON
NTN3_NEO1	NTN3	NEO1
NTN4_DCC	NTN4	DCC
NTN4_UNC5A	NTN4	UNC5A
NTNG1_LRRC4C	NTNG1	LRRC4C
NTNG2_LRRC4	NTNG2	LRRC4
NTNG2_LRRC4C	NTNG2	LRRC4C
NTS_NGFR	NTS	NGFR
NTS_NTSR1	NTS	NTSR1
NTS_NTSR2	NTS	NTSR2
NTS_SORT1	NTS	SORT1
NUCB2_ERAP1	NUCB2	ERAP1
NXPH1_NRXN1	NXPH1	NRXN1
NXPH1_NRXN2	NXPH1	NRXN2
NXPH1_NRXN3	NXPH1	NRXN3
NXPH2_NRXN1	NXPH2	NRXN1
NXPH3_NRXN1	NXPH3	NRXN1
NXPH3_NRXN2	NXPH3	NRXN2
NXPH3_NRXN3	NXPH3	NRXN3
OBP2A_OR1G1	OBP2A	OR1G1
OLAH_MOG	OLAH	MOG
OLFM2_ROBO2	OLFM2	ROBO2
OMG_LINGO1	OMG	LINGO1
OMG_NGFR	OMG	NGFR
OMG_RTN4R	OMG	RTN4R
OMG_RTN4RL1	OMG	RTN4RL1
OMG_TNFRSF1B	OMG	TNFRSF1B
ORM1_CCR5	ORM1	CCR5
OSM_IL6ST	OSM	IL6ST
OSM_LIFR	OSM	LIFR
OSM_OSMR	OSM	OSMR
OSTN_NPR3	OSTN	NPR3
OXT_AVPR1A	OXT	AVPR1A
OXT_AVPR1B	OXT	AVPR1B
OXT_AVPR2	OXT	AVPR2
OXT_OXTR	OXT	OXTR
P4HB_GPR162	P4HB	GPR162
PAPLN_PVRL4	PAPLN	PVRL4
