TF	Targets	Key	Mode
AR	PMEPA1	AR_PMEPA1	unknown
AR	PNRC1	AR_PNRC1	unknown
AR	PTEN	AR_PTEN	activation
AR	PTEN	AR_PTEN	unknown
AR	PTGS2	AR_PTGS2	repression
AR	PTPN1	AR_PTPN1	unknown
AR	RELA	AR_RELA	repression
AR	REST	AR_REST	repression
AR	SEPT7	AR_SEPT7	repression
AR	SERPINB5	AR_SERPINB5	repression
AR	SESN1	AR_SESN1	unknown
AR	SRD5A3	AR_SRD5A3	unknown
AR	STIM1	AR_STIM1	unknown
AR	TBP	AR_TBP	unknown
AR	TCF7L2	AR_TCF7L2	unknown
AR	TGFA	AR_TGFA	activation
AR	TH	AR_TH	activation
AR	TJP1	AR_TJP1	activation
AR	TMPRSS2	AR_TMPRSS2	activation
AR	TMPRSS2	AR_TMPRSS2	unknown
AR	TRPS1	AR_TRPS1	unknown
AR	TSC1	AR_TSC1	repression
AR	TSC2	AR_TSC2	repression
AR	UCN	AR_UCN	repression
AR	UGT2B15	AR_UGT2B15	unknown
AR	USP26	AR_USP26	unknown
AR	VEGFA	AR_VEGFA	activation
AR	VEGFA	AR_VEGFA	unknown
AR	VIM	AR_VIM	repression
AR	WEE1	AR_WEE1	repression
AR	WNT7B	AR_WNT7B	activation
AR	XIAP	AR_XIAP	repression
ARID1A	CDKN1A	ARID1A_CDKN1A	unknown
ARID1A	IGH	ARID1A_IGH	activation
ARID1A	SMAD3	ARID1A_SMAD3	unknown
ARID1B	IGH	ARID1B_IGH	activation
ARID3A	CDC6	ARID3A_CDC6	unknown
ARID3A	CDK1	ARID3A_CDK1	unknown
ARID3A	CR2	ARID3A_CR2	unknown
ARID3A	E2F1	ARID3A_E2F1	unknown
ARID3A	PML	ARID3A_PML	activation
ARID3A	RBL1	ARID3A_RBL1	unknown
ARNT	AHR	ARNT_AHR	unknown
ARNT	BHLHE40	ARNT_BHLHE40	unknown
ARNT	BRCA1	ARNT_BRCA1	unknown
ARNT	CA9	ARNT_CA9	activation
ARNT	CCNE1	ARNT_CCNE1	repression
ARNT	CDK2	ARNT_CDK2	repression
ARNT	CTSD	ARNT_CTSD	unknown
ARNT	CYP1A1	ARNT_CYP1A1	activation
ARNT	CYP1A1	ARNT_CYP1A1	unknown
ARNT	CYP1B1	ARNT_CYP1B1	activation
ARNT	CYP1B1	ARNT_CYP1B1	unknown
ARNT	EGLN2	ARNT_EGLN2	unknown
ARNT	EPO	ARNT_EPO	activation
ARNT	ESR1	ARNT_ESR1	unknown
ARNT	FOS	ARNT_FOS	repression
ARNT	GAD1	ARNT_GAD1	unknown
ARNT	HIF1A	ARNT_HIF1A	activation
ARNT	JUN	ARNT_JUN	repression
ARNT	MFSD2A	ARNT_MFSD2A	unknown
ARNT	RELB	ARNT_RELB	unknown
ARNT	UGT1A6	ARNT_UGT1A6	unknown
ARNT	VEGFA	ARNT_VEGFA	unknown
ARNTL	BHLHE40	ARNTL_BHLHE40	activation
ARNTL	CRY1	ARNTL_CRY1	activation
ARNTL	CRY1	ARNTL_CRY1	unknown
ARNTL	CRY2	ARNTL_CRY2	activation
ARNTL	CRY2	ARNTL_CRY2	unknown
ARNTL	PER1	ARNTL_PER1	activation
ARNTL	PER1	ARNTL_PER1	unknown
ARNTL	PER2	ARNTL_PER2	activation
ARNTL	PER2	ARNTL_PER2	unknown
ARNTL	PER3	ARNTL_PER3	activation
ARNTL2	SERPINE1	ARNTL2_SERPINE1	activation
ARX	KDM5C	ARX_KDM5C	unknown
ARX	LMO1	ARX_LMO1	unknown
ARX	PAX4	ARX_PAX4	unknown
ARX	SHOX2	ARX_SHOX2	unknown
ASCL1	CHRNA3	ASCL1_CHRNA3	unknown
ASCL1	CHRNA5	ASCL1_CHRNA5	unknown
ASCL1	CHRNB4	ASCL1_CHRNB4	unknown
ASCL1	DKK1	ASCL1_DKK1	repression
ASCL1	IGF2	ASCL1_IGF2	repression
ASCL1	PCSK6	ASCL1_PCSK6	repression
ASCL1	TPH1	ASCL1_TPH1	repression
ASH1L	TGFB1	ASH1L_TGFB1	unknown
ASH1L	TIMP1	ASH1L_TIMP1	unknown
ASXL1	FABP4	ASXL1_FABP4	unknown
ATF1	BCL2	ATF1_BCL2	unknown
ATF1	CCNA1	ATF1_CCNA1	repression
ATF1	CFTR	ATF1_CFTR	activation
ATF1	CGA	ATF1_CGA	unknown
ATF1	CYP11B1	ATF1_CYP11B1	unknown
ATF1	CYP11B2	ATF1_CYP11B2	unknown
ATF1	ERBB2	ATF1_ERBB2	unknown
ATF1	FLT1	ATF1_FLT1	unknown
ATF1	FTH1	ATF1_FTH1	activation
ATF1	FTH1	ATF1_FTH1	repression
ATF1	GABPA	ATF1_GABPA	unknown
ATF1	IL10	ATF1_IL10	activation
ATF1	LDHA	ATF1_LDHA	unknown
ATF1	MAP1LC3B	ATF1_MAP1LC3B	activation
ATF1	MITF	ATF1_MITF	activation
ATF1	MITF	ATF1_MITF	unknown
ATF1	MUC2	ATF1_MUC2	unknown
ATF1	NTS	ATF1_NTS	unknown
ATF1	PCSK1	ATF1_PCSK1	activation
ATF1	PLAUR	ATF1_PLAUR	unknown
ATF1	SLC20A1	ATF1_SLC20A1	activation
ATF1	SLC22A8	ATF1_SLC22A8	unknown
ATF1	TGFB2	ATF1_TGFB2	activation
ATF1	TH	ATF1_TH	unknown
ATF1	TOP2A	ATF1_TOP2A	unknown
ATF1	USP7	ATF1_USP7	unknown
ATF2	APOC3	ATF2_APOC3	activation
ATF2	ATF3	ATF2_ATF3	activation
ATF2	CCND1	ATF2_CCND1	activation
ATF2	CDKN1A	ATF2_CDKN1A	unknown
ATF2	CYP11B1	ATF2_CYP11B1	unknown
ATF2	CYP11B2	ATF2_CYP11B2	unknown
ATF2	DUSP1	ATF2_DUSP1	unknown
ATF2	DUSP10	ATF2_DUSP10	unknown
ATF2	FAS	ATF2_FAS	unknown
ATF2	FASLG	ATF2_FASLG	unknown
ATF2	FN1	ATF2_FN1	unknown
ATF2	KAT5	ATF2_KAT5	repression
ATF2	IFNB1	ATF2_IFNB1	activation
ATF2	IFNB1	ATF2_IFNB1	unknown
ATF2	IFNG	ATF2_IFNG	activation
ATF2	IMPDH2	ATF2_IMPDH2	unknown
ATF2	INS	ATF2_INS	activation
ATF2	INS	ATF2_INS	unknown
ATF2	ITGB8	ATF2_ITGB8	unknown
ATF2	JUN	ATF2_JUN	activation
ATF2	MAP3K1	ATF2_MAP3K1	unknown
ATF2	MMP2	ATF2_MMP2	activation
ATF2	NOS3	ATF2_NOS3	repression
ATF2	PCK1	ATF2_PCK1	activation
ATF2	PCK2	ATF2_PCK2	unknown
ATF2	PLAT	ATF2_PLAT	activation
ATF2	PLAU	ATF2_PLAU	unknown
ATF2	POLB	ATF2_POLB	activation
ATF2	PTGS2	ATF2_PTGS2	unknown
ATF2	RELA	ATF2_RELA	activation
ATF2	RETN	ATF2_RETN	activation
ATF2	ST3GAL5	ATF2_ST3GAL5	activation
ATF2	TGFB2	ATF2_TGFB2	repression
ATF2	TNF	ATF2_TNF	activation
ATF3	ADIPOR1	ATF3_ADIPOR1	repression
ATF3	ADIPOR2	ATF3_ADIPOR2	repression
ATF3	AK4	ATF3_AK4	unknown
ATF3	ASNS	ATF3_ASNS	activation
ATF3	ASNS	ATF3_ASNS	unknown
ATF3	CCL5	ATF3_CCL5	unknown
ATF3	CD82	ATF3_CD82	unknown
ATF3	DDIT3	ATF3_DDIT3	activation
ATF3	GDF15	ATF3_GDF15	activation
ATF3	ID1	ATF3_ID1	repression
ATF3	IFNG	ATF3_IFNG	activation
ATF3	PCLAF	ATF3_PCLAF	unknown
ATF3	LDLR	ATF3_LDLR	repression
ATF3	MMP2	ATF3_MMP2	repression
ATF3	PENK	ATF3_PENK	unknown
ATF3	SELE	ATF3_SELE	repression
ATF3	TP53	ATF3_TP53	unknown
ATF4	APOE	ATF4_APOE	activation
ATF4	ASNS	ATF4_ASNS	activation
ATF4	ASNS	ATF4_ASNS	unknown
ATF4	ATF3	ATF4_ATF3	activation
ATF4	ATF3	ATF4_ATF3	unknown
ATF4	ATG5	ATF4_ATG5	activation
ATF4	BGLAP	ATF4_BGLAP	unknown
ATF4	CA9	ATF4_CA9	unknown
ATF4	CCL2	ATF4_CCL2	unknown
ATF4	CEBPB	ATF4_CEBPB	activation
ATF4	CHAC1	ATF4_CHAC1	activation
ATF4	CXCL8	ATF4_CXCL8	unknown
ATF4	DDIT3	ATF4_DDIT3	activation
ATF4	DDIT3	ATF4_DDIT3	unknown
ATF4	DDIT4	ATF4_DDIT4	activation
ATF4	DDR2	ATF4_DDR2	activation
ATF4	DISC1	ATF4_DISC1	unknown
ATF4	F7	ATF4_F7	unknown
ATF4	FGF19	ATF4_FGF19	activation
ATF4	FGF21	ATF4_FGF21	activation
ATF4	HRK	ATF4_HRK	activation
ATF4	HSPA5	ATF4_HSPA5	repression
ATF4	IGFBP1	ATF4_IGFBP1	activation
ATF4	IL6	ATF4_IL6	unknown
ATF4	IRF7	ATF4_IRF7	repression
ATF4	MAP1LC3B	ATF4_MAP1LC3B	activation
ATF4	MCL1	ATF4_MCL1	unknown
ATF4	NDC80	ATF4_NDC80	activation
ATF4	NUPR1	ATF4_NUPR1	activation
ATF4	PLAU	ATF4_PLAU	activation
ATF4	PTGS2	ATF4_PTGS2	unknown
ATF4	S100P	ATF4_S100P	unknown
ATF4	SIGMAR1	ATF4_SIGMAR1	activation
ATF4	SIRT1	ATF4_SIRT1	activation
ATF4	SIRT1	ATF4_SIRT1	repression
ATF4	SIRT2	ATF4_SIRT2	repression
ATF4	TNFRSF10B	ATF4_TNFRSF10B	unknown
ATF4	TRIB3	ATF4_TRIB3	activation
ATF4	TRIB3	ATF4_TRIB3	unknown
ATF4	VEGFA	ATF4_VEGFA	activation
ATF4	VEGFA	ATF4_VEGFA	unknown
ATF5	BCL2	ATF5_BCL2	activation
ATF5	CCND3	ATF5_CCND3	activation
ATF5	CREB1	ATF5_CREB1	activation
ATF5	CYP2B6	ATF5_CYP2B6	activation
ATF5	DISC1	ATF5_DISC1	unknown
ATF5	EGR1	ATF5_EGR1	unknown
ATF5	ID1	ATF5_ID1	repression
ATF5	SH2D1A	ATF5_SH2D1A	unknown
ATF6	ATP2A2	ATF6_ATP2A2	unknown
ATF6	BGLAP	ATF6_BGLAP	unknown
ATF6	DDIT3	ATF6_DDIT3	unknown
ATF6	DNAJC3	ATF6_DNAJC3	activation
ATF6	HSPA5	ATF6_HSPA5	unknown
ATF6	MAFA	ATF6_MAFA	repression
ATF6	NR0B2	ATF6_NR0B2	activation
ATF6	NUCB1	ATF6_NUCB1	activation
ATF6	PDX1	ATF6_PDX1	repression
ATF6	RTN3	ATF6_RTN3	activation
ATF6	SRF	ATF6_SRF	unknown
ATF6	STARD4	ATF6_STARD4	activation
ATF6	WBP1	ATF6_WBP1	activation
ATF6	XBP1	ATF6_XBP1	unknown
ATF7	ERBB2	ATF7_ERBB2	unknown
ATF7	TAF12	ATF7_TAF12	activation
ATM	APLF	ATM_APLF	unknown
ATM	BAX	ATM_BAX	activation
ATM	BCL2	ATM_BCL2	repression
ATM	CDKN1A	ATM_CDKN1A	unknown
ATM	CFLAR	ATM_CFLAR	activation
ATM	CFLAR	ATM_CFLAR	repression
ATM	DUSP1	ATM_DUSP1	activation
ATM	FAS	ATM_FAS	activation
ATM	FOXM1	ATM_FOXM1	activation
ATM	GADD45A	ATM_GADD45A	activation
ATM	IGF1R	ATM_IGF1R	unknown
ATM	KLRK1	ATM_KLRK1	activation
ATM	MCL1	ATM_MCL1	activation
ATM	MTF1	ATM_MTF1	unknown
ATM	PBK	ATM_PBK	unknown
ATM	PCNA	ATM_PCNA	unknown
ATM	PMAIP1	ATM_PMAIP1	repression
ATM	PVR	ATM_PVR	activation
ATM	PVR	ATM_PVR	repression
ATM	SLC2A1	ATM_SLC2A1	repression
ATM	SP1	ATM_SP1	repression
ATM	SP1	ATM_SP1	unknown
ATM	TERF1	ATM_TERF1	repression
ATM	TNFRSF10B	ATM_TNFRSF10B	repression
ATM	VEGFA	ATM_VEGFA	repression
ATOH1	HES6	ATOH1_HES6	activation
ATOH1	MUC2	ATOH1_MUC2	activation
ATRX	HBA1	ATRX_HBA1	repression
ATRX	HBA2	ATRX_HBA2	repression
BACH1	HMOX1	BACH1_HMOX1	activation
BACH1	HMOX1	BACH1_HMOX1	repression
BACH1	MMP1	BACH1_MMP1	activation
BACH2	BCL2	BACH2_BCL2	unknown
BACH2	IL2	BACH2_IL2	unknown
BACH2	XBP1	BACH2_XBP1	repression
BARD1	ESR1	BARD1_ESR1	activation
BARX2	ESR1	BARX2_ESR1	unknown
BATF	CD2	BATF_CD2	unknown
BCL11A	GATA1	BCL11A_GATA1	activation
BCL11A	GATA1	BCL11A_GATA1	unknown
BCL3	CTCF	BCL3_CTCF	repression
BCL3	EGFR	BCL3_EGFR	activation
BCL3	MYB	BCL3_MYB	unknown
BCL3	NFKB1	BCL3_NFKB1	repression
BCL3	NFKB1	BCL3_NFKB1	unknown
BCL3	RELA	BCL3_RELA	unknown
BCL6	BCL2L1	BCL6_BCL2L1	repression
BCL6	BCL6	BCL6_BCL6	repression
BCL6	CCND2	BCL6_CCND2	repression
BCL6	CD80	BCL6_CD80	repression
BCL6	CDKN1A	BCL6_CDKN1A	repression
BCL6	CDKN2B	BCL6_CDKN2B	repression
BCL6	CHEK1	BCL6_CHEK1	repression
BCL6	FCER2	BCL6_FCER2	repression
BCL6	HDAC7	BCL6_HDAC7	repression
BCL6	IRF4	BCL6_IRF4	repression
BCL6	LITAF	BCL6_LITAF	repression
BCL6	MYC	BCL6_MYC	activation
BCL6	NFKB1	BCL6_NFKB1	repression
BCL6	PDCD2	BCL6_PDCD2	repression
BCL6	PDCD2	BCL6_PDCD2	unknown
BCL6	STAT3	BCL6_STAT3	unknown
BCL6	SUMO1	BCL6_SUMO1	repression
BCL6	XBP1	BCL6_XBP1	repression
BDP1	MYC	BDP1_MYC	unknown
BDP1	RB1	BDP1_RB1	unknown
BDP1	TP53	BDP1_TP53	unknown
BHLHE41	CCND1	BHLHE41_CCND1	repression
BHLHE41	MLH1	BHLHE41_MLH1	repression
BIN1	MYC	BIN1_MYC	unknown
BMI1	TERT	BMI1_TERT	repression
BPTF	HOXC8	BPTF_HOXC8	unknown
BRCA1	AREG	BRCA1_AREG	repression
BRCA1	ASPM	BRCA1_ASPM	activation
BRCA1	ATM	BRCA1_ATM	activation
BRCA1	BACH1	BRCA1_BACH1	unknown
BRCA1	BRCA2	BRCA1_BRCA2	unknown
BRCA1	CASR	BRCA1_CASR	unknown
BRCA1	CCNB1	BRCA1_CCNB1	unknown
BRCA1	CCND1	BRCA1_CCND1	unknown
BRCA1	CDH3	BRCA1_CDH3	repression
BRCA1	CDH3	BRCA1_CDH3	unknown
BRCA1	CDKN1A	BRCA1_CDKN1A	activation
BRCA1	CDKN1A	BRCA1_CDKN1A	unknown
BRCA1	CDKN1B	BRCA1_CDKN1B	activation
BRCA1	CDKN1B	BRCA1_CDKN1B	unknown
BRCA1	CTSD	BRCA1_CTSD	repression
BRCA1	CXCL1	BRCA1_CXCL1	repression
BRCA1	CYP19A1	BRCA1_CYP19A1	activation
BRCA1	CYP19A1	BRCA1_CYP19A1	unknown
BRCA1	CYP1A1	BRCA1_CYP1A1	unknown
BRCA1	CYP1B1	BRCA1_CYP1B1	unknown
BRCA1	DDB2	BRCA1_DDB2	activation
BRCA1	DDIT3	BRCA1_DDIT3	activation
BRCA1	E2F6	BRCA1_E2F6	repression
BRCA1	EGFR	BRCA1_EGFR	repression
BRCA1	EGR1	BRCA1_EGR1	unknown
BRCA1	EP300	BRCA1_EP300	activation
BRCA1	EP300	BRCA1_EP300	unknown
BRCA1	ESR1	BRCA1_ESR1	activation
BRCA1	FOS	BRCA1_FOS	unknown
BRCA1	FOXC1	BRCA1_FOXC1	repression
BRCA1	FOXC2	BRCA1_FOXC2	repression
BRCA1	FST	BRCA1_FST	activation
BRCA1	GADD45A	BRCA1_GADD45A	activation
BRCA1	GADD45A	BRCA1_GADD45A	repression
BRCA1	GADD45A	BRCA1_GADD45A	unknown
BRCA1	HIF1A	BRCA1_HIF1A	unknown
BRCA1	HMGA2	BRCA1_HMGA2	repression
BRCA1	HNRNPA2B1	BRCA1_HNRNPA2B1	repression
BRCA1	HSPA5	BRCA1_HSPA5	repression
BRCA1	IFNA1	BRCA1_IFNA1	activation
BRCA1	IGF1	BRCA1_IGF1	repression
BRCA1	IGF1R	BRCA1_IGF1R	unknown
BRCA1	IRF7	BRCA1_IRF7	activation
BRCA1	IRF9	BRCA1_IRF9	activation
BRCA1	JAK1	BRCA1_JAK1	unknown
BRCA1	JAK2	BRCA1_JAK2	unknown
BRCA1	KHSRP	BRCA1_KHSRP	repression
BRCA1	KRT17	BRCA1_KRT17	unknown
BRCA1	KRT18	BRCA1_KRT18	unknown
BRCA1	KRT5	BRCA1_KRT5	unknown
BRCA1	MAD2L1	BRCA1_MAD2L1	activation
BRCA1	MDC1	BRCA1_MDC1	unknown
BRCA1	MDM2	BRCA1_MDM2	activation
BRCA1	MYC	BRCA1_MYC	unknown
BRCA1	RNASEL	BRCA1_RNASEL	activation
BRCA1	S100A2	BRCA1_S100A2	activation
BRCA1	SIRT1	BRCA1_SIRT1	activation
BRCA1	STAT1	BRCA1_STAT1	activation
BRCA1	STAT2	BRCA1_STAT2	activation
BRCA1	STAT3	BRCA1_STAT3	unknown
BRCA1	TFF1	BRCA1_TFF1	repression
BRCA1	TP63	BRCA1_TP63	unknown
BRCA1	VEGFA	BRCA1_VEGFA	activation
BRCA1	XPC	BRCA1_XPC	unknown
BRCA2	DMC1	BRCA2_DMC1	unknown
BRCA2	PSMD3	BRCA2_PSMD3	unknown
BRCA2	PSMD6	BRCA2_PSMD6	unknown
BRCA2	RAD51	BRCA2_RAD51	unknown
BRD7	BRD2	BRD7_BRD2	activation
BRD7	BRD3	BRD7_BRD3	activation
BRD7	E2F3	BRD7_E2F3	repression
BRD7	E2F3	BRD7_E2F3	unknown
BRIP1	BARD1	BRIP1_BARD1	unknown
BRIP1	MLH1	BRIP1_MLH1	unknown
BRPF1	ING5	BRPF1_ING5	unknown
BRPF1	MEAF6	BRPF1_MEAF6	unknown
BTAF1	DR1	BTAF1_DR1	repression
BTAF1	TBP	BTAF1_TBP	repression
BTAF1	TBP	BTAF1_TBP	unknown
BTF3	ABL2	BTF3_ABL2	activation
BTF3	ATM	BTF3_ATM	activation
BTF3	EPHB2	BTF3_EPHB2	activation
BTF3	HPSE2	BTF3_HPSE2	activation
BTF3	MADCAM1	BTF3_MADCAM1	repression
BTF3	MRVI1	BTF3_MRVI1	repression
BTF3	NFKB1	BTF3_NFKB1	repression
BTF3	RRAS2	BTF3_RRAS2	repression
BTF3	SSPN	BTF3_SSPN	repression
BTG2	CCND1	BTG2_CCND1	repression
BTG2	HRAS	BTG2_HRAS	repression
BTG2	KLK3	BTG2_KLK3	repression
BTG2	SPHK1	BTG2_SPHK1	activation
CBFA2T3	TCF12	CBFA2T3_TCF12	unknown
CBFA2T3	ZNF652	CBFA2T3_ZNF652	repression
CBFB	GATA1	CBFB_GATA1	unknown
CBFB	RUNX1	CBFB_RUNX1	unknown
CBFB	RUNX2	CBFB_RUNX2	unknown
CBFB	RUNX3	CBFB_RUNX3	unknown
CBX7	CCNE1	CBX7_CCNE1	repression
CBX7	CDH1	CBX7_CDH1	activation
CBX8	CDKN1A	CBX8_CDKN1A	repression
CDC5L	PLRG1	CDC5L_PLRG1	unknown
CDCA7L	MAOB	CDCA7L_MAOB	repression
CDX1	DSC2	CDX1_DSC2	unknown
CDX1	IRF2BP2	CDX1_IRF2BP2	unknown
CDX1	KRT20	CDX1_KRT20	unknown
CDX1	PCNA	CDX1_PCNA	activation
CDX1	POSTN	CDX1_POSTN	unknown
CDX1	PPARG	CDX1_PPARG	activation
CDX1	PTGS2	CDX1_PTGS2	activation
CDX1	TBP	CDX1_TBP	unknown
CDX2	ABCB1	CDX2_ABCB1	unknown
CDX2	ACAT2	CDX2_ACAT2	activation
CDX2	APC	CDX2_APC	activation
CDX2	APC	CDX2_APC	unknown
CDX2	AXIN2	CDX2_AXIN2	activation
CDX2	AXIN2	CDX2_AXIN2	unknown
CDX2	CDH17	CDX2_CDH17	activation
CDX2	CDH17	CDX2_CDH17	unknown
CDX2	CDKN1A	CDX2_CDKN1A	activation
CDX2	CFTR	CDX2_CFTR	activation
CDX2	DSC2	CDX2_DSC2	unknown
CDX2	ELMO3	CDX2_ELMO3	activation
CDX2	FUT2	CDX2_FUT2	activation
CDX2	GSK3B	CDX2_GSK3B	unknown
CDX2	GSPT1	CDX2_GSPT1	unknown
CDX2	GSTP1	CDX2_GSTP1	unknown
CDX2	GUCY2C	CDX2_GUCY2C	unknown
CDX2	HEPH	CDX2_HEPH	activation
CDX2	IGFBP3	CDX2_IGFBP3	repression
CDX2	KLF4	CDX2_KLF4	activation
CDX2	KLF4	CDX2_KLF4	unknown
CDX2	LCT	CDX2_LCT	activation
CDX2	MEP1A	CDX2_MEP1A	activation
CDX2	MUC17	CDX2_MUC17	unknown
CDX2	MUC2	CDX2_MUC2	activation
CDX2	PTGS2	CDX2_PTGS2	repression
CDX2	REG4	CDX2_REG4	unknown
CDX2	SLC15A1	CDX2_SLC15A1	activation
CDX2	SLC9A2	CDX2_SLC9A2	unknown
CDX2	SP1	CDX2_SP1	unknown
CDX2	TFF3	CDX2_TFF3	activation
CDX2	UGT1A10	CDX2_UGT1A10	activation
CDX2	UGT1A8	CDX2_UGT1A8	activation
CDX2	UGT2B15	CDX2_UGT2B15	unknown
CDX2	UGT2B17	CDX2_UGT2B17	unknown
CDX2	VDR	CDX2_VDR	unknown
CEBPA	AFP	CEBPA_AFP	unknown
CEBPA	ALB	CEBPA_ALB	unknown
CEBPA	BCL2	CEBPA_BCL2	repression
CEBPA	CCL2	CEBPA_CCL2	activation
CEBPA	CD163	CEBPA_CD163	unknown
CEBPA	CRMP1	CEBPA_CRMP1	unknown
CEBPA	CSF1	CEBPA_CSF1	unknown
CEBPA	CSF2RA	CEBPA_CSF2RA	unknown
CEBPA	CSF3R	CEBPA_CSF3R	activation
CEBPA	CXCR2	CEBPA_CXCR2	unknown
CEBPA	CYP3A4	CEBPA_CYP3A4	unknown
CEBPA	DEFA1	CEBPA_DEFA1	unknown
CEBPA	DEFA3	CEBPA_DEFA3	unknown
CEBPA	ELANE	CEBPA_ELANE	activation
CEBPA	ELANE	CEBPA_ELANE	unknown
CEBPA	F9	CEBPA_F9	activation
CEBPA	FN1	CEBPA_FN1	unknown
CEBPA	GAPDH	CEBPA_GAPDH	unknown
CEBPA	HAMP	CEBPA_HAMP	activation
CEBPA	HK3	CEBPA_HK3	unknown
CEBPA	HOMER3	CEBPA_HOMER3	unknown
CEBPA	HSD17B11	CEBPA_HSD17B11	activation
CEBPA	HSPA4	CEBPA_HSPA4	activation
CEBPA	ICAM1	CEBPA_ICAM1	unknown
CEBPA	ID1	CEBPA_ID1	unknown
CEBPA	IGF1	CEBPA_IGF1	activation
CEBPA	IGF2	CEBPA_IGF2	unknown
CEBPA	IL10	CEBPA_IL10	unknown
CEBPA	IL3	CEBPA_IL3	unknown
CEBPA	IL5	CEBPA_IL5	unknown
CEBPA	IL6	CEBPA_IL6	unknown
CEBPA	INSR	CEBPA_INSR	activation
CEBPA	ITGAX	CEBPA_ITGAX	activation
CEBPA	LEP	CEBPA_LEP	activation
CEBPA	MAD1L1	CEBPA_MAD1L1	unknown
CEBPA	MSR1	CEBPA_MSR1	unknown
CEBPA	MYC	CEBPA_MYC	repression
CEBPA	PCK1	CEBPA_PCK1	unknown
CEBPA	PCK2	CEBPA_PCK2	unknown
CEBPA	PRL	CEBPA_PRL	unknown
CEBPA	S100A9	CEBPA_S100A9	activation
CEBPA	SAA1	CEBPA_SAA1	unknown
CEBPA	SERPINC1	CEBPA_SERPINC1	activation
CEBPA	SFTPD	CEBPA_SFTPD	activation
CEBPA	SLC10A1	CEBPA_SLC10A1	unknown
CEBPA	SOCS3	CEBPA_SOCS3	activation
CEBPA	SPI1	CEBPA_SPI1	unknown
CEBPA	SPP1	CEBPA_SPP1	activation
CEBPA	STAR	CEBPA_STAR	activation
CEBPA	STAT3	CEBPA_STAT3	unknown
CEBPA	TLR9	CEBPA_TLR9	unknown
CEBPA	VLDLR	CEBPA_VLDLR	unknown
CEBPB	ABCB1	CEBPB_ABCB1	activation
CEBPB	ADM	CEBPB_ADM	activation
CEBPB	ADM	CEBPB_ADM	unknown
CEBPB	ALB	CEBPB_ALB	unknown
CEBPB	ASNS	CEBPB_ASNS	unknown
CEBPB	BCL2L1	CEBPB_BCL2L1	unknown
CEBPB	BTS1	CEBPB_BTS1	unknown
CEBPB	CDKN1A	CEBPB_CDKN1A	activation
CEBPB	CR2	CEBPB_CR2	unknown
CEBPB	CRP	CEBPB_CRP	activation
CEBPB	CSF3R	CEBPB_CSF3R	activation
CEBPB	CSH1	CEBPB_CSH1	unknown
CEBPB	CSH2	CEBPB_CSH2	unknown
CEBPB	CSRP1	CEBPB_CSRP1	activation
CEBPB	CXCL8	CEBPB_CXCL8	activation
CEBPB	CXCL8	CEBPB_CXCL8	unknown
CEBPB	CYP19A1	CEBPB_CYP19A1	repression
CEBPB	CYP19A1	CEBPB_CYP19A1	unknown
CEBPB	DAPK1	CEBPB_DAPK1	unknown
CEBPB	DDIT3	CEBPB_DDIT3	unknown
CEBPB	F8	CEBPB_F8	unknown
CEBPB	FASLG	CEBPB_FASLG	unknown
CEBPB	FURIN	CEBPB_FURIN	activation
CEBPB	GADD45G	CEBPB_GADD45G	unknown
CEBPB	GDF15	CEBPB_GDF15	activation
CEBPB	GFER	CEBPB_GFER	repression
CEBPB	GFER	CEBPB_GFER	unknown
CEBPB	GNLY	CEBPB_GNLY	unknown
CEBPB	HBB	CEBPB_HBB	unknown
CEBPB	HP	CEBPB_HP	unknown
CEBPB	HSF1	CEBPB_HSF1	unknown
CEBPB	IL10	CEBPB_IL10	unknown
CEBPB	IL13	CEBPB_IL13	unknown
CEBPB	IL1B	CEBPB_IL1B	activation
CEBPB	IL1B	CEBPB_IL1B	unknown
CEBPB	IL24	CEBPB_IL24	unknown
CEBPB	IL3	CEBPB_IL3	unknown
CEBPB	IL4	CEBPB_IL4	activation
CEBPB	IL4	CEBPB_IL4	unknown
CEBPB	IL5	CEBPB_IL5	unknown
CEBPB	IL6	CEBPB_IL6	activation
CEBPB	IL6	CEBPB_IL6	unknown
CEBPB	INSR	CEBPB_INSR	activation
CEBPB	IRF4	CEBPB_IRF4	activation
CEBPB	MAD1L1	CEBPB_MAD1L1	unknown
CEBPB	MMP1	CEBPB_MMP1	unknown
CEBPB	OXTR	CEBPB_OXTR	activation
CEBPB	PCK2	CEBPB_PCK2	activation
CEBPB	PLAC1	CEBPB_PLAC1	unknown
CEBPB	PRDM1	CEBPB_PRDM1	activation
CEBPB	PRL	CEBPB_PRL	unknown
CEBPB	PRSS50	CEBPB_PRSS50	activation
CEBPB	PTGS2	CEBPB_PTGS2	activation
CEBPB	PTGS2	CEBPB_PTGS2	repression
CEBPB	PTGS2	CEBPB_PTGS2	unknown
CEBPB	PTPN13	CEBPB_PTPN13	unknown
CEBPB	S100A9	CEBPB_S100A9	activation
CEBPB	SAA1	CEBPB_SAA1	unknown
CEBPB	SAA2	CEBPB_SAA2	activation
CEBPB	SFTPD	CEBPB_SFTPD	activation
CEBPB	SLC10A1	CEBPB_SLC10A1	unknown
CEBPB	SLC19A1	CEBPB_SLC19A1	activation
CEBPB	SLC5A8	CEBPB_SLC5A8	activation
CEBPB	STAR	CEBPB_STAR	activation
CEBPB	STAR	CEBPB_STAR	unknown
